company_name,sector,fiscal_year,label,years_to_default,sector_npa_rate,revenue,cogs,gross_profit,ebitda,depreciation,ebit,interest_expense,pbt,tax,pat,sga_expense,employee_cost,total_assets,fixed_assets,cwip,total_investments,trade_receivables,inventories,cash_equivalents,other_current_assets,total_current_assets,equity_share_capital,reserves_surplus,total_equity,lt_borrowings,st_borrowings,total_debt,trade_payables,other_current_liab,total_current_liab,cfo,cfi,cff,capex,free_cash_flow,promoter_holding_pct,promoter_pledge_pct,promoter_pledge_change,institutional_holding_pct,auditor_changes_3yr,auditor_big4,din_disqualified_count,related_party_tx_to_rev,dividend_payout_ratio,going_concern_flag,qualified_opinion_flag,emphasis_matter_flag,scope_limitation_flag,auditor_resigned_flag,auditor_distress_score,promoter_total_companies,promoter_npa_companies,promoter_struck_off_companies,network_npa_ratio,contagion_risk_score,customer_concentration,supplier_concentration,satellite_activity_score,satellite_activity_category,satellite_vs_revenue_flag,gst_vs_bank_divergence,gst_divergence_flag,gst_filing_delays_count,ewaybill_volume_consistency,gst_payment_delay_days,ceo_sentiment_overall,ceo_sentiment_revenue,ceo_sentiment_debt,ceo_deflection_score,ceo_overconfidence_score,ceo_specificity_score,debt_to_equity,debt_to_assets,lt_debt_to_assets,st_debt_to_assets,equity_to_assets,interest_coverage,current_ratio,quick_ratio,dscr,ebitda_margin,net_margin,gross_margin,roe,roa,ebitda_to_assets,ebitda_to_equity,ebitda_to_fin_exp,cfo_to_assets,cfo_to_equity,cfo_to_sales,cfo_to_debt,asset_turnover,inventory_days,receivables_days,payables_days,cash_conversion_cycle,ln_total_assets,ln_revenue,ln_net_income,revenue_growth,ebitda_growth,pat_growth,cfo_growth,total_equity_growth,total_debt_growth,total_assets_growth,trade_receivables_growth,dscr_velocity,interest_coverage_velocity,debt_to_equity_velocity,net_margin_velocity,dscr_acceleration,debt_acceleration,dscr_3yr_slope,months_to_dscr_danger,beneish_dsri,beneish_gmi,beneish_aqi,beneish_sgi,beneish_depi,beneish_sgai,beneish_lvgi,beneish_tata,beneish_m_score,beneish_manipulation_flag,altman_x1,altman_x2,altman_x3,altman_x4,altman_x5,altman_z_score,altman_zone,piotroski_roa,piotroski_cfo,piotroski_roa_change,piotroski_accrual,piotroski_leverage,piotroski_liquidity,piotroski_shares,piotroski_margin,piotroski_turnover,piotroski_f_score
TCS,IT,2012,0,,0.02,6432.18,3299.13,3133.06,1519.1,392.66,1126.44,167.57,958.87,239.72,719.15,384.58,834.57,7672.16,3120.28,329.43,511.04,699.65,763.63,969.29,268.43,2701.01,267.43,2377.2,2644.63,1185.25,852.1,2037.35,375.3,584.63,1812.04,1205.48,-654.82,-206.54,492.06,713.42,0.5672,0.0889,0.0135,0.3004,0,1,0,0.0441,0.447,0,0,0,0,0,1,4,0,0,0.0107,0.0717,0.2126,0.1008,76.39,ACTIVE,0,0.0025,0,0,1.048,4.7,0.3282,0.7456,0.2964,0.1198,0.0144,0.7149,0.7703724147535298,0.2655510312264667,0.15448713267782643,0.1110638985486403,0.3447047506380596,6.722205605286116,1.4905907146141417,1.0691706578943232,4.547614938737351,0.23617187326284836,0.11180501787701758,0.4870914681356722,0.27192839819864084,0.09373501072791299,0.19800160578011905,0.5744092744261354,9.065465124631706,0.15712393900060426,0.45582179720572563,0.1874139094074771,0.5916901854901268,0.8383792829088055,84.48437918951834,39.70228599950525,41.52140108406719,82.66526410495639,8.945353471403163,8.769068795541854,6.578069959049898,-0.6762505303816181,-0.5469335774978898,-0.5748272172067422,-0.434100084499108,-0.6835469241722607,-0.7102480885632367,-0.5667524447313126,-0.7535245999816812,1.684370847105059,-0.3204501820707888,-0.0709912160703966,0.026670652021420008,4.092508478690271,-1.524483599418162,-0.3618833922400762,120.0,0.761315224030906,0.803748625139227,1.3836361451899861,0.3237494696020867,0.741739661313434,1.3061816478573693,0.7132017938524924,-0.06338892827269127,-3.5366141546343486,0,0.1158695856035498,0.3098475526696722,0.14682175552297896,1.2980734771649087,0.8383792829088055,2.674565238895382,GREY,1,1,0,1,1,1,1,1,0,7
TCS,IT,2013,0,,0.02,47220.94,30303.48,16917.46,10884.59,2598.41,8286.18,1761.92,6524.25,1631.06,4893.19,2609.23,3654.86,43475.25,19300.09,1503.34,1431.75,4938.62,4607.69,3538.36,2791.57,15876.24,1599.29,15087.81,16687.1,4401.68,6391.11,10792.79,3788.03,3411.39,13590.53,7972.19,-3065.55,230.64,2803.43,5168.76,0.6851,0.0135,0.0091,0.378,1,1,0,0.077,0.2528,0,0,0,0,0,0,4,0,0,0.0346,0.024,0.2455,0.1025,90.38,MODERATE,0,0.0624,0,1,1.018,1.6,0.595,0.3321,0.1776,0.1312,0.1282,0.6758,0.6467744544800011,0.24825136140106727,0.10124565125902105,0.1470057101420462,0.38382988021037645,4.7029263504001735,1.1681840221707185,0.8291472075902008,5.784417185157546,0.23050345884197765,0.10362330779303368,0.3582618219722381,0.2932318976758555,0.11255116416552978,0.2503629076255947,0.6522757099404765,6.17768683812109,0.18337306858078162,0.4777456837630418,0.16882743121655713,0.7386588638583109,1.0861568363359346,55.49880244594024,38.17366405585798,45.62614425651357,48.04632224528466,10.679947089637233,10.76259271726051,8.495599721518257,6.341358606257909,6.16515700085577,5.804129875547521,5.613290971231376,5.309805152327546,4.297464844037599,4.666624522950512,6.058700778960909,1.2368022464201944,-2.0192792548859426,-0.12359796027352865,-0.008181710083983898,-0.4475686006848645,5.007712932600835,1.4605865467626271,120.0,0.9614978859487757,1.3595925623938092,0.7912603882769141,7.341358605116561,0.9420037216258449,0.9241643883693164,1.1178296430242856,-0.07082190441525185,2.8830721698041963,1,0.05257497081551973,0.3470436627656645,0.19059533872282286,1.54613403934051,1.0861568363359346,3.19175297057611,SAFE,1,1,1,1,1,0,0,0,1,6
TCS,IT,2014,0,,0.02,17392.55,10521.9,6870.66,1860.74,1086.1,774.64,577.59,197.05,49.26,147.79,925.14,1122.33,18020.96,7688.13,216.41,664.85,1577.26,1610.69,2397.84,860.91,6446.69,966.56,5632.2,6598.76,2874.19,1567.83,4442.02,1216.37,1362.16,4146.36,667.5,-963.75,-235.88,577.37,90.13,0.7203,0.0376,0.0038,0.2935,0,1,0,0.0419,0.2117,0,0,0,0,0,1,4,0,1,0.0341,0.0649,0.2433,0.068,87.14,ACTIVE,0,-0.0004,0,1,0.982,1.6,0.4678,0.4152,0.3975,0.1056,0.0617,0.6806,0.6731598056796793,0.24649186279496257,0.15949150321850272,0.08700035957645984,0.36617139151487094,1.341158951261,1.5547829900069499,1.1663241973281808,2.3148064725905355,0.10698488720130257,0.008497316379225742,0.3950346556200767,0.022396632091120656,0.008201005939295077,0.103254210646755,0.2819832816647395,3.2215585394110726,0.03704020207374967,0.10115536856907124,0.038378501137649255,0.15026947196314525,0.9651289386933255,55.87411493590758,33.100373433849526,42.19533068721473,46.77915768254237,9.799290803883157,9.763797232596021,4.995792347226481,-0.6316771754225985,-0.8290482232220047,-0.9697967992250455,-0.9162714385883929,-0.6045592104080397,-0.5884270888250397,-0.5854892151281477,-0.6806273817382184,-3.46961071256701,-3.3617673991391737,0.02638535119967811,-0.09512599141380794,-4.706412958987205,-4.885891932862639,-1.116404233073408,4.54739001887137,0.8670997205145173,0.9069100899509547,1.129688621349066,0.3683228245696014,0.9585891567702143,0.9626456731033464,0.8497316693793691,-0.028839196134454594,-3.2466197244367994,0,0.12764747271357088,0.3125360690932927,0.042985501324957966,1.4855313570210102,0.9651289386933255,2.5890273712651877,GREY,1,1,0,1,0,1,1,1,0,6
TCS,IT,2015,0,,0.02,55854.45,31536.85,24317.6,11049.77,3847.35,7202.42,797.8,6404.62,1601.16,4803.47,1989.01,3357.55,75218.19,28081.47,3694.4,5260.27,5056.58,4491.22,7265.83,4810.34,21623.98,2884.67,33727.97,36612.64,10538.2,8619.38,19157.57,6647.69,2441.03,17708.1,6301.74,-3814.8,1266.85,3245.93,3055.8,0.595,0.0398,0.0133,0.1954,0,1,0,0.0262,0.1863,0,0,0,0,0,0,3,0,1,0.0021,0.0504,0.1584,0.1687,79.04,ACTIVE,0,0.0529,0,0,0.9054,2.3,0.4343,0.5124,0.2156,0.0344,0.1143,0.897,0.5232501671410953,0.2546933128774477,0.1401017493223368,0.1145916965016761,0.48675247303229774,9.02785158056173,1.221134960768172,0.9675097836036892,3.7630120435581467,0.19783150670720362,0.08599977262176962,0.43537444195699043,0.13119704014429998,0.06386048374649989,0.14690289675746118,0.301802055238251,13.85030080991439,0.08377946876834208,0.17211924624468164,0.11282431390671963,0.32894255376183185,0.7425657277748565,51.9803119191682,33.04395083949365,76.93878272316547,8.085480035496374,11.228148368985545,10.930504479031393,8.477093852384261,2.211400858413516,4.938373980244419,31.501996075512558,8.440808988764045,4.548412125914566,3.3128058856106,3.17392802603191,2.2059267337027504,1.4482055709676112,7.6866926293007305,-0.14990963853858397,0.07750245624254389,4.917816283534622,3.9012329744356395,-1.0107025707996986,120.0,0.99829540912979,0.9073425314124658,1.572865878514531,3.2114008582288736,1.0272637691587783,0.6694759630631852,1.0284069716585131,-0.0199189850218422,-0.368988529397927,1,0.05206027956732196,0.4484017762133282,0.09575370000134605,1.9111317352925694,0.7425657277748565,2.895466801134286,GREY,1,1,1,1,1,0,0,1,0,6
TCS,IT,2016,0,,0.02,42870.07,25340.52,17529.55,5532.8,1659.36,3873.44,604.5,3268.94,817.23,2451.7,2583.78,4507.06,54708.62,19611.22,1269.92,1987.29,4478.27,4188.66,3898.66,2665.23,15230.82,1287.43,27766.52,29053.95,12471.74,3937.65,16409.4,2337.88,3662.27,9937.8,4333.69,-2234.7,-1868.91,2129.43,2204.25,0.6879,0.0965,-0.0163,0.2018,0,0,0,0.0152,0.4477,0,0,0,0,0,0,2,0,1,0.0256,0.0862,0.1329,0.0959,85.03,ACTIVE,0,0.0718,0,1,0.9931,9.6,0.3007,0.732,0.2285,0.1979,0.0237,0.7549,0.564790673882044,0.2999417641991346,0.2279666348698255,0.07197494654275734,0.531067133469441,6.40767575449516,1.5326148643027013,1.1111272111421917,2.087756609987894,0.12905973794469988,0.057189083198203566,0.4088994956059344,0.08438439523423202,0.044813778888138395,0.1011321433422899,0.19043193781945547,9.152688156902087,0.0792140251375521,0.14916009698684135,0.10108894153657577,0.2640980169741673,0.7836072267810154,60.33265694388542,38.12843202639678,33.6743760572524,64.78671291302979,10.909776562831865,10.66592919243417,7.804536940468067,-0.23246813816983247,-0.4992836954977343,-0.48959814467457907,-0.3123026338757232,-0.20645028602143956,-0.14345086563692566,-0.2726676884939667,-0.1143678138188261,-1.6752554335702525,-2.6201758260665704,0.04154050674094867,-0.028810689423566058,-3.1234610045378637,-3.4562567512475257,-0.1135249313013205,7.791690309785247,1.1538702563625118,1.0647442266163687,1.0706113555499581,0.7675318618164259,1.5446053809481448,1.6924745724994434,0.9826040943570706,-0.0344002462494137,-2.694835302827247,0,0.09674928740485962,0.5075346444398061,0.07080127409408606,1.7705674795074426,0.7836072267810154,2.9062395660975247,GREY,1,1,0,1,0,1,1,0,1,6
TCS,IT,2017,0,,0.02,41553.51,25698.44,15855.07,2299.01,2886.07,-587.06,945.73,-1532.78,0.0,-1532.78,1359.92,4587.81,52096.37,19838.51,554.66,1632.75,3361.1,3798.69,2611.09,3167.72,12938.59,1441.79,24137.18,25578.97,5629.25,4237.55,9866.8,2512.34,3074.15,9824.03,259.45,-3143.79,-2279.35,2744.89,-2485.45,0.4736,0.0511,-0.0142,0.3865,0,1,0,0.0576,0.3429,0,0,0,0,0,1,4,0,0,0.0263,0.0138,0.2486,0.0954,84.05,ACTIVE,0,0.0521,0,0,0.9796,7.8,0.3244,0.6391,0.4609,0.0771,0.1169,0.8174,0.38573875334363583,0.18939515363182893,0.10805455351096334,0.08134060012086561,0.49099332639700244,-0.62074799295703,1.3170348623409094,0.9303615724982148,1.142965972467462,0.05532649347659617,-0.0368868959556753,0.38155789967245707,-0.0599234449213583,-0.02942201155225552,0.04412994609712481,0.08987891224353917,2.430936945607164,0.004980193437566183,0.010143098021142246,0.006243756544122415,0.026295252764189477,0.7976277425702093,53.953541535830446,29.523414507474254,35.683259371553945,47.79369667175075,10.860850551609719,10.634737273249948,7.334838359114769,-0.030710470031889314,-0.5844762145748987,-1.6251906840151733,-0.9401318506861358,-0.11960439114130783,-0.3987104952039685,-0.047748416977068664,-0.2494646370138469,-0.9447906375204322,-7.02842374745219,-0.17905192053840813,-0.09407597915387886,0.7304647960498203,-0.25525962956704285,-1.3100230355453417,1.8158412939725466,0.7743149387059723,1.0716549815951022,1.0212091616894097,0.9692895299455008,0.6142572476438141,0.5430055982193877,0.7848324467855283,-0.0344022049898217,-2.724987170735322,0,0.059784587677418115,0.46331788567104926,-0.011268731391241486,2.592428142600192,0.7976277425702093,3.036284359691598,SAFE,0,1,0,1,1,0,0,0,1,4
TCS,IT,2018,0,,0.02,3702.55,2106.36,1596.19,475.85,254.34,221.51,127.15,94.36,23.59,70.77,133.62,225.75,3855.92,1183.7,122.1,252.16,322.4,285.65,502.01,292.1,1402.16,203.97,1365.47,1569.44,538.04,273.2,811.24,383.42,298.43,955.05,213.37,-348.14,-88.16,274.26,-60.89,0.5777,0.009,0.0045,0.1579,0,1,0,0.0487,0.3173,0,0,0,0,0,1,3,0,1,0.0193,0.0152,0.1456,0.1295,82.97,MODERATE,0,0.0511,0,0,0.9259,0.3,0.3305,0.4394,0.4637,0.1298,0.0123,0.6406,0.5168977466377193,0.2103881822728718,0.13953608992418512,0.07085209234868667,0.4070208924440806,1.7421155977812377,1.4681534982795106,1.1690592103355228,3.339640515962801,0.12851953380007847,0.019113853960347905,0.43110558927466053,0.045092517047422946,0.018353596542886368,0.12340764328009719,0.3031973185956791,3.7424301711173404,0.05533569159750833,0.13595295128456458,0.057627851060045684,0.26301710928576366,0.9602247969459365,49.49877986217987,31.782420215315813,66.44082679767901,14.840373279816674,8.257364908627249,8.216777050439697,4.259435182087693,-0.9108968171401164,-0.7930196040904564,-1.0461710095382246,-0.1776064752360763,-0.938643346467821,-0.9177808407994487,-0.9259848622850306,-0.9040790217488323,2.196674543495339,2.3628635907382676,0.13115899329408343,0.056000749916023204,3.1414651810157714,-0.5190703455954802,0.625941952987454,120.0,1.076515733207948,0.8850662670557428,0.8882021166381198,0.08910318285773926,0.7180708466421166,1.102719078869342,1.2119265136408535,-0.036982095054621966,-3.62040556913517,0,0.11595416914356262,0.35412301075900876,0.05744673124508633,1.934618606165107,0.9602247969459365,2.9454873917886726,GREY,1,1,1,1,0,1,1,1,1,8
TCS,IT,2019,0,,0.02,10258.7,5109.49,5149.2,2237.84,660.51,1577.32,392.08,1185.24,296.31,888.93,466.65,719.86,10783.26,5207.59,355.9,563.7,1172.65,1043.04,570.28,358.11,3144.08,525.7,3815.47,4341.17,2246.01,1413.32,3659.33,808.72,725.94,2947.99,1464.48,-902.86,209.57,655.71,808.77,0.5536,0.0493,0.0129,0.1914,0,1,0,0.0226,0.2355,0,0,0,0,0,0,2,0,0,0.0422,0.1109,0.1659,0.0871,77.04,ACTIVE,0,0.0639,0,0,0.9914,4.5,0.3733,0.718,0.4034,0.0643,0.0155,0.6215,0.8429363510659714,0.33935284873597105,0.20828673330622774,0.1310661154297433,0.4025841906434061,4.022954488821275,1.066516507496119,0.7127025530233473,3.5285147747253487,0.2181407000674412,0.08665133008211065,0.501934942975042,0.20476737833239253,0.08243610929510777,0.20752907745825205,0.515492367146301,5.707610677138312,0.13581050627214677,0.3373468442062055,0.1427549299479705,0.40020440889446857,0.9513542285958649,74.51029357636274,41.72236735242064,57.771480116846995,58.461180811936394,9.285750210619575,9.2358814050439,6.790018492256255,1.770712076811927,3.702826520962488,11.560830860534125,5.863570323850588,1.7660630543378528,3.5107859572999356,1.796546608850806,2.6372518610421842,0.1888742587625476,2.2808388910400375,0.32603860442825217,0.06753747612176275,-2.0078002847327916,4.428566798099384,1.1927744011289436,120.0,1.3127498494376715,0.8588856711863261,0.6846091980675483,2.7707120760636017,1.57130976464447,1.2604580757575414,1.3376433061837139,-0.05337439697703901,-1.1539675469367627,1,0.0181846677147556,0.3538326999113595,0.14627487418959803,1.1863291910851634,0.9513542285958649,2.6630462092062466,GREY,1,1,1,1,0,0,0,1,0,5
TCS,IT,2020,0,,0.02,5482.55,3284.56,2197.99,823.1,238.37,584.74,178.71,406.03,101.51,304.52,373.72,435.51,5329.47,2375.69,212.7,311.12,519.36,426.66,544.28,405.41,1895.72,143.45,2508.53,2651.98,874.46,581.73,1456.19,555.85,297.1,1434.68,340.15,-460.78,-210.22,362.44,-22.29,0.7008,0.1123,0.0022,0.1842,0,0,0,0.0628,0.3665,0,0,0,0,0,1,3,0,1,0.0238,0.006,0.1837,0.111,74.5,ACTIVE,0,0.0068,0,0,0.9008,1.1,0.2362,0.6719,0.3848,0.0117,0.084,0.6254,0.5490953926692149,0.2732335485004637,0.16408010549565338,0.10915344300481034,0.4976067037627368,3.2720049058698173,1.3213538898420873,1.0239635312237128,3.1067946541614613,0.1501308697321263,0.05554349708519876,0.4009065124073822,0.11482741192813392,0.05713888997271043,0.15444312470950336,0.310371872974015,4.605785884361334,0.06382435775718329,0.12826265653275565,0.06204229782454472,0.23358902324999548,1.0287233062520806,47.41301725424014,34.576319407105025,61.76938461718788,20.21995204415728,8.581007075067472,8.609325600177497,5.7187367664380115,-0.4655706863442737,-0.6321899688985808,-0.6574308438234732,-0.7677332568556757,-0.3891093875614178,-0.6020610330306367,-0.5057644905158551,-0.5571057007632286,-0.4217201205638874,-0.7509495829514581,-0.2938409583967565,-0.03110783299691189,-0.610594379326435,-4.112846990330572,-0.1164229309006698,59.948469775792475,0.8287238141365674,1.2519968507474633,0.8804081956065287,0.5344293136036311,1.234371387238003,1.4985277808289856,0.8852553654816948,-0.006685467784472851,-3.0206777720864983,0,0.08650766397287014,0.47069033122042336,0.10971822712019802,1.8211771802984655,1.0287233062520806,3.2462754244038505,SAFE,1,1,0,1,1,1,1,0,1,7
TCS,IT,2021,0,,0.02,52565.95,26872.34,25693.62,10949.85,3524.42,7425.43,1805.3,5620.13,1405.03,4215.1,3074.34,6983.59,50066.94,18296.46,1759.34,2769.63,5156.97,3263.61,4846.78,2085.41,15352.78,2850.16,24383.72,27233.88,10011.58,5420.85,15432.44,4423.76,1969.04,11813.66,5498.64,-2367.35,125.22,2230.21,3268.44,0.5027,0.0446,-0.0041,0.1571,0,1,0,0.0686,0.262,0,0,0,0,0,1,2,0,1,0.0182,0.0876,0.1308,0.1314,78.0,ACTIVE,0,0.0767,0,1,1.039,3.0,0.3796,0.6589,0.3445,0.0357,0.0564,0.7404,0.566663288500696,0.3082361334583612,0.19996388834228807,0.10827204538347517,0.5439493605851696,4.113128009686408,1.2995786232802047,1.0233213076198806,4.1792483862028895,0.208306898282856,0.08018688903976459,0.48878827452963775,0.15477412692738698,0.08418928738037137,0.21870419881425338,0.4020672045113635,6.065390790414119,0.10982576526326902,0.20190439260942972,0.10460459669986742,0.35630399338300983,1.049913375951278,44.32876518962142,35.80823803173332,60.08678068005665,20.050222541298098,10.821116189016642,10.869823850708789,8.346428594946936,8.587865135748876,12.303183088324626,12.841783790884016,15.165338821108335,9.269262965784057,9.59782033937879,8.394356286835276,8.929470887245841,1.0724537320414282,0.8411231038165905,0.017567895831481106,0.02464339195456583,1.4941738526053157,10.199881372409427,0.3253668057387713,120.0,1.0356289693568468,0.8202031699512532,1.651706220825672,9.587865134000078,0.5645737070596889,0.8579927913361383,1.003247200153786,-0.025636477882897645,5.2348472400218835,1,0.07068776322118574,0.4870223744353655,0.14831004251211857,1.7647164024765547,1.049913375951278,3.3648229978021362,SAFE,1,1,1,1,0,0,0,1,1,6
TCS,IT,2022,0,,0.02,23848.55,13320.38,10528.18,4157.21,1364.2,2793.02,880.45,1912.56,478.14,1434.42,1014.01,1517.18,32417.51,9960.31,1600.15,2188.0,2507.58,1951.85,2569.82,1255.14,8284.38,1887.24,13077.59,14964.82,7873.02,4291.42,12164.44,1995.49,2065.04,8351.95,2549.43,-1438.15,-40.9,1381.69,1167.73,0.4658,0.0981,0.032,0.3562,0,1,0,0.0437,0.329,0,0,0,0,0,1,3,0,0,0.0198,0.0609,0.2493,0.0768,94.47,ACTIVE,0,-0.024,0,1,0.905,5.5,0.2723,0.6056,0.4733,0.0391,0.1147,0.6071,0.812869115645035,0.37524288570049824,0.24286319337164197,0.13237969232885624,0.46162768206251414,3.17226417948519,0.9919096736699918,0.7582097593067234,1.9172138887903223,0.17431709683924948,0.06014705296296224,0.44145996295617723,0.09585280677643615,0.04424830901434909,0.1282396457924054,0.27779886425110367,4.721687767934934,0.07864360957770526,0.17036155462141464,0.10690083883058295,0.20958054787482358,0.7356687789797653,53.48385330947887,38.378295534178044,54.679660035623634,37.18248880803328,10.386453987898353,10.079478697822594,7.2685158653058215,-0.5463118235283486,-0.6203409179121175,-0.6596949064079144,-0.5363526253764568,-0.4505072358400639,-0.21176171752490214,-0.3525166507080322,-0.5137493528176429,-2.262034497412567,-0.9408638302012178,0.24620582714433892,-0.020039836076802355,-3.3344882294539953,-9.809582056903693,-0.5947903826855687,4.865779815601368,1.0717727998838462,1.107206107775737,1.3332574739807714,0.4536881764630205,1.3407776765873367,0.726997438994539,1.1629664796712156,-0.03439530056335618,-2.8381181031959732,0,-0.0020843673680648873,0.4034113045572158,0.086157758566708,1.230210350724718,0.7356687789797653,2.320390178223157,GREY,1,1,0,1,0,0,1,0,0,4
TCS,IT,2023,0,,0.02,21295.97,12379.86,8916.1,2980.75,786.7,2194.05,451.46,1742.59,435.65,1306.94,958.95,1953.95,30734.26,11682.68,543.8,890.62,2976.75,1468.37,3293.61,1621.25,9359.98,1167.57,11360.09,12527.66,7421.54,4253.84,11675.38,1189.87,1715.98,7159.69,2184.07,-1884.75,-401.82,1076.27,1107.8,0.5503,0.0249,-0.0116,0.3501,0,1,0,0.0772,0.306,0,0,0,0,0,1,4,0,1,0.02,0.0876,0.1703,0.1743,77.77,ACTIVE,0,0.0224,0,0,0.8928,9.6,0.4175,0.6116,0.3665,0.1093,0.0308,0.8265,0.9319681408234284,0.3798816044251633,0.2414744978326638,0.1384071065924995,0.4076122216572772,4.859898983608961,1.3073163780404855,1.1022278896010542,1.4943410824784427,0.1399677967174086,0.061370296818535605,0.4186754582947536,0.10432435106761165,0.04252388051501732,0.09698460284721401,0.23793350073054875,6.60246753510285,0.07106304169773202,0.17433982083051905,0.10255790179538392,0.18706628819044296,0.6929065479145129,43.29249684218622,51.01968822969699,35.08137813876074,59.230806933122466,10.333133272265835,9.96627313191865,7.175443805914014,-0.10703292233699735,-0.28299268018695234,-0.08887215738765497,-0.14331046547659665,-0.16285929266105437,-0.04020407022435901,-0.0519240990440043,0.18710071064532352,-0.4228728063118796,1.6876348041237708,0.11909902517839344,0.001223243855573368,1.8391616911006874,0.17155764730054313,-1.3424536518622232,14.028045485906144,1.3293891122460368,1.0544179263248277,0.7212654165778445,0.8929670776255594,1.9093886450231943,1.0590544224817846,0.9683280197544619,-0.028539161182714698,-2.385067154217519,0,0.071590791511766,0.36962302003140396,0.07138776075716846,1.0729980522198852,0.6929065479145129,2.1756661676031843,GREY,1,1,0,1,1,1,1,0,0,6
TCS,IT,2024,0,,0.02,53202.47,34088.49,19113.98,7902.61,1838.55,6064.06,666.02,5398.04,1349.51,4048.53,2422.96,4466.69,71745.45,30992.95,2203.01,3560.58,7900.14,3283.43,6278.02,2535.93,19997.52,3943.12,37438.41,41381.53,7292.56,9946.04,17238.6,3671.18,2292.17,15909.39,3793.81,-5177.37,-702.36,3894.07,-100.26,0.6939,0.0944,0.0583,0.3725,0,1,0,0.0797,0.185,0,0,0,0,0,0,3,0,1,0.0188,0.0639,0.2401,0.1522,84.37,ACTIVE,0,0.0694,0,1,0.9529,3.6,0.4203,0.5597,0.3528,0.1601,0.0678,0.8452,0.4165771540970917,0.24027447036376143,0.10164491267248803,0.13862955769127341,0.5767826391697762,9.104921760450255,1.2569633404387621,1.050580191883499,2.8458807546021334,0.1485384043231726,0.07609665490951649,0.35926865800856106,0.097834227006642,0.0564290836553896,0.11014789091001384,0.1909694977399103,11.865424443912458,0.05287875398296508,0.09167882385954124,0.07130890727307757,0.22007645631199307,0.7415448645072051,35.15708527907346,54.19957193614884,39.30888989100694,50.04776732421536,11.180879716976929,10.881860102823392,8.306109131250622,1.4982412165306394,1.6512152981632138,2.0977168041379097,0.7370368165855488,2.3032130501626003,0.4764915574482371,1.334380264890061,1.6539480977576217,1.3515396721236907,4.245022776841294,-0.5153909867263367,0.014726358090980884,1.7744124784355704,0.5166956276725961,0.46433343290590556,120.0,1.062326600118284,1.1653515652156103,0.9173896956193779,2.4982412164133287,1.1266254824138644,1.0113836112033878,0.7539067798556248,0.0035503296724245224,-0.9226088745113216,1,0.05698103503348324,0.5218227776044082,0.08452187560208319,2.4005157029920925,0.7415448645072051,3.2597056064756864,SAFE,1,1,1,0,1,0,0,0,1,5
Tata Steel,Steel,2009,0,,0.13,35239.51,17148.5,18091.01,4980.93,1173.42,3807.51,1130.43,2677.08,669.27,2007.81,2737.36,3687.82,43141.03,14767.88,1491.07,1062.84,4600.92,3544.58,5673.37,3135.38,16954.25,1455.18,20353.1,21808.28,7540.53,2979.65,10520.18,3125.38,2173.09,8278.12,2923.89,-3011.48,-2077.16,2483.95,439.93,0.4674,0.1027,-0.0205,0.3902,0,1,0,0.0691,0.3798,0,0,0,0,0,1,3,0,0,0.0434,0.0126,0.1406,0.1459,66.04,ACTIVE,0,0.0186,0,1,0.9436,4.6,0.5046,0.3032,0.4959,0.0728,0.1272,0.7605,0.482393843050328,0.2438555593076045,0.1747878991258487,0.06906766018175581,0.5055113426706429,3.3681961701580847,2.0480797569921574,1.6198931639526977,2.5199426225597357,0.14134504139979967,0.05697610437667901,0.5133729157836368,0.09206640780052043,0.04654061342423812,0.11545690957968652,0.22839627883407607,4.406225945519646,0.06777515511178626,0.134072471550527,0.08297192554371578,0.2779315562777508,0.8168444285911384,75.44518178992651,47.65491347502689,66.52265212312898,56.57744314182442,10.672229795411488,10.469923175299643,7.604799854820778,,,,,,,,,,,,,,,,120.0,,,,,,,,-0.02123454168754815,-2.5793564205560378,0,0.20111086823376467,0.47178057639162113,0.08825728082782777,2.07299494855858,0.8168444285911384,3.253716273286905,SAFE,1,1,0,1,0,0,0,0,0,3
